GENE	Class
gb|DQ834728.1|+|205-1066|ARO:3001019|TEM-152	penam, cephalosporin, penem, monobactam
gb|HM750249.1|+|90-891|ARO:3002295|VIM-25	penem, cephalosporin, penam, cephamycin, carbapenem
gb|KC433553.1|+|0-882|ARO:3002325|KPC-15	penam, cephalosporin, monobactam, carbapenem
gb|M80346.1|+|0-1656|ARO:3002817|carA	macrolide
gb|AF329699.1|+|372-1236|ARO:3002337|GES-8	penam, cephalosporin, carbapenem
gb|AY628176.1|+|75-936|ARO:3000987|TEM-125	penam, cephalosporin, penem, monobactam
gb|JQ762640.1|+|36-681|ARO:3002763|QnrB48	fluoroquinolone
gb|X90856.1|+|387-1194|ARO:3002645|APH(3')-IIb	aminoglycoside
gb|AY027590.1|+|112-973|ARO:3000955|TEM-88	penam, cephalosporin, penem, monobactam
gb|AM286274.1|+|0-861|ARO:3001001|TEM-137	penam, cephalosporin, penem, monobactam
gb|KF203107.1|+|0-825|ARO:3001521|OXA-333	penam, carbapenem
gb|JX679208.1|+|0-900|ARO:3002377|VEB-8	cephalosporin, monobactam
gb|AF079900.1|+|39-1731|ARO:3002892|otr(B)	tetracycline
gb|KJ151292.1|+|294-2892|ARO:3000444|rphA	rifamycin
gb|AM419751.1|+|14210-15431|ARO:3000567|tet(40)	tetracycline
gb|EU124663.1|-|32695-34348|ARO:3002881|lmrC	lincosamide
gb|HQ122933.1|+|0-822|ARO:3001695|OXA-134	penam, carbapenem
gb|X03216.1|-|4550-5282|ARO:3000347|ErmA	streptogramin, macrolide, lincosamide 
gb|L42817.1|+|201-936|ARO:3000522|ErmG	streptogramin, macrolide, lincosamide 
gb|JN982330.1|+|245-1046|ARO:3002301|VIM-31	penem, cephalosporin, penam, cephamycin, carbapenem
gb|U85514.1|+|149-977|ARO:3001413|OXA-18	penam, carbapenem
gb|DQ089809.1|+|1005-1857|ARO:3002385|BEL-1	penam, cephalosporin, monobactam
gb|EU400222.2|+|2159-3041|ARO:3002315|KPC-5	penam, cephalosporin, monobactam, carbapenem
gb|HQ424460.1|+|1-805|ARO:3002646|APH(3')-IIc	aminoglycoside
gb|U37195.1|+|75-936|ARO:3000898|TEM-28	penam, cephalosporin, penem, monobactam
gb|AY826417.1|+|0-861|ARO:3001000|TEM-136	penam, cephalosporin, penem, monobactam
gb|GQ150744.1|+|122-359|ARO:3003022|dfrB3	diaminopyrimidine
gb|X74948.1|+|0-492|ARO:3002688|catS	phenicol
gb|D13304.2|+|232-1381|ARO:3002182|MOX-1	cephalosporin, cephamycin, penam
gb|FJ822963.1|+|0-801|ARO:3002289|VIM-19	penem, cephalosporin, penam, cephamycin, carbapenem
gb|HQ858608.1|+|0-801|ARO:3002297|VIM-27	penem, cephalosporin, penam, cephamycin, carbapenem
gb|AY130285.1|+|0-783|ARO:3000981|TEM-118	penam, cephalosporin, penem, monobactam
gb|FJ854362.1|+|1702-2257|ARO:3002576|AAC(6')-Ib3	aminoglycoside
gb|KM087856.1|+|0-1140|ARO:3002153|DHA-22	cephamycin, cephalosporin
gb|AY007784.1|+|1122-1923|ARO:3001431|OXA-37	penam, carbapenem
gb|Y17581.1|+|78-936|ARO:3000891|TEM-20	penam, cephalosporin, penem, monobactam
gb|AM087411.1|+|127-928|ARO:3002274|VIM-4	penem, cephalosporin, penam, cephamycin, carbapenem
gb|DQ522237.1|+|1075-1816|ARO:3002221|IMP-30	penem, cephamycin, penam, cephalosporin, carbapenem
gb|AB040994.1|+|0-741|ARO:3002197|IMP-6	penem, cephamycin, penam, cephalosporin, carbapenem
gb|AM283489.1|+|2655-3174|ARO:3002585|AAC(6')-31	aminoglycoside
gb|AY790341.1|+|0-861|ARO:3001114|SHV-59	penam, carbapenem, cephalosporin
gb|AY154657.2|+|62-1223|ARO:3000601|Erm(38)	streptogramin, macrolide, lincosamide 
gb|JN104597.1|+|114-927|ARO:3000467|NDM-5	penam, cephamycin, cephalosporin, carbapenem
gb|KP144324.1|+|0-822|ARO:3003162|OXA-435	penam, carbapenem
gb|X07753.1|+|102-882|ARO:3002652|APH(3')-VIa	aminoglycoside
gb|JN227084.1|+|308-1169|ARO:3001046|TEM-186	penam, cephalosporin, penem, monobactam
gb|AB284167.2|+|225-1101|ARO:3001925|CTX-M-64	cephalosporin
gb|Y15510.1|+|0-1203|ARO:3000175|tet(H)	tetracycline
gb|AE004091.2|+|2808742-2809987|ARO:3000803|MexE	multidrug
gb|AF030344.1|-|461-1721|ARO:3000181|tet(V)	tetracycline
gb|L12710.1|+|0-549|ARO:3002556|AAC(6')-Ii	aminoglycoside
gb|JQ664733.1|+|0-1146|ARO:3002171|MIR-6	cephalosporin, monobactam
gb|GU585907.1|-|21605-22103|ARO:3002858|dfrA12	diaminopyrimidine
gb|DQ838665.1|+|0-474|ARO:3002860|dfrA17	diaminopyrimidine
gb|X75562.1|+|134-935|ARO:3001402|OXA-7	penam, cephalosporin
gb|M97297.1|+|10116-10601|ARO:3002962|vanZ_in_vanA_cl	glycopeptide
gb|AJ308331.1|+|0-870|ARO:3000855|CAU-1	penam, carbapenem
gb|KF460533.1|+|0-831|ARO:3001550|OXA-363	penam, carbapenem
gb|JN408080.1|+|0-657|ARO:3002802|QnrVC5	fluoroquinolone
gb|AF395881.1|+|0-882|ARO:3002313|KPC-3	penam, cephalosporin, monobactam, carbapenem
gb|DQ212986.1|+|5984-7034|ARO:3002909|vanG	glycopeptide
gb|AJ746225.1|+|0-861|ARO:3000993|TEM-129	penam, cephalosporin, penem, monobactam
gb|KC999080.2|+|379-1192|ARO:3002359|NDM-9	penam, cephamycin, cephalosporin, carbapenem
gb|KF421163.1|+|0-831|ARO:3001547|OXA-360	penam, carbapenem
gb|HQ641421.1|+|0-882|ARO:3002322|KPC-12	penam, cephalosporin, monobactam, carbapenem
gb|CU459141.1|-|3660736-3661636|ARO:3002370|VEB-1	cephalosporin, monobactam
gb|AF043100.1|+|1-775|ARO:3001411|OXA-16	penam
gb|KF131539.1|+|0-801|ARO:3002309|VIM-39	penem, cephalosporin, penam, cephamycin, carbapenem
gb|KM087855.1|+|0-1140|ARO:3002144|DHA-13	cephamycin, cephalosporin
gb|AF317511.1|+|187-988|ARO:3002271|VIM-1	penem, cephalosporin, penam, cephamycin, carbapenem
gb|EF552405.1|+|12-840|ARO:3001802|OXA-141	penam, cephalosporin
gb|AY570506.1|+|2034-2790|ARO:3004606|erm(40)	streptogramin, macrolide, lincosamide 
gb|AJ295343.1|+|0-1173|ARO:3002518|OCH-5	penam, cephamycin, penem, cephalosporin, monobactam
gb|CT025800.2|+|0-1221|ARO:3000778|adeG	multidrug
gb|D16251.1|-|1625-2531|ARO:3000316|mphA	macrolide
gb|AL123456.3|-|314308-314854|ARO:3002525|AAC(2')-Ic	aminoglycoside
gb|AF173226.1|+|6913-8329|ARO:3003053|smeC	multidrug
gb|AY524989.1|+|0-801|ARO:3002280|VIM-10	penem, cephalosporin, penam, cephamycin, carbapenem
gb|M64090.1|+|0-735|ARO:3000595|ErmT	streptogramin, macrolide, lincosamide 
gb|JF795487.1|+|0-828|ARO:3001487|OXA-210	penam, cephalosporin
gb|X95401.1|+|208-1069|ARO:3000914|TEM-45	penam, cephalosporin, penem, monobactam
gb|AF516719.1|+|214-1075|ARO:3000967|TEM-104	penam, cephalosporin, penem, monobactam
gb|EU555534.1|+|0-882|ARO:3002316|KPC-6	penam, cephalosporin, monobactam, carbapenem
gb|AF467077.1|+|163-1348|ARO:3000168|tet(D)	tetracycline
gb|AY225127.1|+|40-1537|ARO:3000300|lsaA	aminoglycoside
gb|FJ666063.1|+|0-852|ARO:3002386|BEL-2	penam, cephalosporin, monobactam
gb|JQ064560.1|+|0-1536|ARO:3000448|QepA1	fluoroquinolone
gb|AE004091.2|+|1221690-1222098|ARO:3000149|FosA	phosphonic acid
gb|AB074433.1|+|16-757|ARO:3002201|IMP-10	penem, cephamycin, penam, cephalosporin, carbapenem
gb|AF370885.1|+|3438-4629|ARO:3000774|adeA	tetracycline, glycylcycline
gb|JX121114.1|+|0-858|ARO:3001186|SHV-147	penam, carbapenem, cephalosporin
gb|KC243783.1|+|0-2007|ARO:3000617|mecA	penam
gb|AY114142.1|+|1060-1816|ARO:3002625|ANT(4')-IIb	aminoglycoside
gb|CP004067.1|+|52914-53709|ARO:3002647|APH(3')-IIIa	aminoglycoside
gb|AY289608.1|+|616-1444|ARO:3001810|OXA-53	penam, cephalosporin
gb|HM488987.1|+|0-822|ARO:3001466|OXA-166	penam, cephalosporin
gb|EU436855.2|+|1401-2058|ARO:3002799|QnrVC1	fluoroquinolone
gb|DQ369751.1|+|0-861|ARO:3001016|TEM-149	penam, cephalosporin, penem, monobactam
gb|HM855205.1|+|0-801|ARO:3002294|VIM-24	penem, cephalosporin, penam, cephamycin, carbapenem
gb|KJ657570.1|+|0-801|ARO:3001495|OXA-233	penam, cephalosporin
gb|AB204810.2|+|186-1533|ARO:3000753|abeM	multidrug
gb|GQ152601.1|+|0-1152|ARO:3002185|MOX-6	cephalosporin, cephamycin, penam
gb|X54723.1|+|818-1679|ARO:3002535|AAC(3)-IIc	aminoglycoside
gb|AE006468.2|-|393893-397061|ARO:3000790|mdsB	multidrug
gb|X02588.1|+|330-1113|ARO:3002630|ANT(9)-Ia	aminoglycoside
gb|AB010417.1|+|0-741|ARO:3002194|IMP-3	penem, cephamycin, penam, cephalosporin, carbapenem
gb|AY327540.1|+|0-858|ARO:3000986|TEM-124	penam, cephalosporin, penem, monobactam
gb|AF043381.1|+|943-1744|ARO:3001414|OXA-19	penam, cephalosporin
gb|U72743.1|+|385-1018|ARO:3002526|AAC(2')-Id	aminoglycoside
gb|HQ322612.1|+|0-1140|ARO:3002135|DHA-6	cephamycin, cephalosporin
gb|AJ277414.1|+|0-861|ARO:3000952|TEM-85	penam, cephalosporin, penem, monobactam
gb|AM849805.1|+|262-1123|ARO:3000886|TEM-15	penam, cephalosporin, penem, monobactam
gb|U60294.1|+|0-765|ARO:3003099|cphA2	carbapenem
gb|AF319779.2|+|32-833|ARO:3000604|Erm(35)	streptogramin, macrolide, lincosamide 
gb|KF944358.1|+|0-861|ARO:3001393|TEM-216	penam, cephalosporin, penem, monobactam
gb|S67449.1|+|0-1380|ARO:3000178|tet(K)	tetracycline
gb|AF164577.1|+|0-861|ARO:3001072|SHV-13	penam, carbapenem, cephalosporin
gb|JQ768046.1|+|7760-9440|ARO:3001313|facT	elfamycin
gb|CP001182.2|+|3283426-3284677|ARO:3000780|adeI	multidrug
gb|AE004091.2|+|4706409-4707522|ARO:3000807|MexH	multidrug
gb|M63556.1|+|90-840|ARO:3000578|CcrA	carbapenem
gb|AJ250876.1|+|36-987|ARO:3000851|THIN-B	penam, cephalosporin, carbapenem
gb|KM087841.1|+|0-1140|ARO:3002149|DHA-18	cephamycin, cephalosporin
gb|JX050178.1|+|1-853|ARO:3001058|TEM-199	penam, cephalosporin, penem, monobactam
gb|AB753457.1|+|0-741|ARO:3002231|IMP-40	penem, cephamycin, penam, cephalosporin, carbapenem
gb|JX173956.1|+|0-1152|ARO:3002190|MOX-8	cephalosporin, cephamycin, penam
gb|D13210.1|+|231-1098|ARO:3002250|CARB-12	penam
gb|AJ561197.2|+|1320-2142|ARO:3002839|lnuF	lincosamide
gb|EU515248.1|+|0-1149|ARO:3002186|MOX-3	cephalosporin, cephamycin, penam
gb|EU427302.2|+|1475-2618|ARO:3001829|ACT-4	penam, cephalosporin, carbapenem, cephamycin
gb|JN596991.2|+|2280-3111|ARO:3001806|OXA-224	penam, cephalosporin
gb|AY261375.1|+|0-765|ARO:3003104|cphA8	carbapenem
gb|EU259884.2|-|6411-7311|ARO:3002374|VEB-6	cephalosporin, monobactam
gb|JX440355.1|+|751-1897|ARO:3001834|ACT-12	penam, cephalosporin, carbapenem, cephamycin
gb|AF173226.1|+|2558-3755|ARO:3003051|smeA	multidrug
gb|JQ407409.1|+|1168-1909|ARO:3002219|IMP-28	penem, cephamycin, penam, cephalosporin, carbapenem
gb|JQ734687.1|+|0-813|ARO:3002354|NDM-3	penam, cephamycin, cephalosporin, carbapenem
gb|AY008291.1|+|0-768|ARO:3001427|OXA-33	penam
gb|DQ322460.1|+|15-876|ARO:3001139|SHV-85	penam, carbapenem, cephalosporin
gb|JN676230.2|+|1549-2350|ARO:3002302|VIM-32	penem, cephalosporin, penam, cephamycin, carbapenem
gb|EF136377.1|+|0-861|ARO:3001026|TEM-160	penam, cephalosporin, penem, monobactam
gb|AJ866988.1|+|0-861|ARO:3000994|TEM-130	penam, cephalosporin, penem, monobactam
gb|DQ491200.1|+|0-825|ARO:3001437|OXA-67	penam, carbapenem
gb|NG_049964.1|+|0-927|ARO:3002367|PER-5	penem, cephalosporin, carbapenem, penam, monobactam
gb|AIIS01000002.1|-|233812-234307|ARO:3002875|dfrE	diaminopyrimidine
gb|AF173226.1|-|351-1041|ARO:3003066|smeR	penam, cephalosporin, aminoglycoside, cephamycin
gb|AY712687.1|+|0-831|ARO:3002628|aad(6)	aminoglycoside
gb|AE016877.1|+|1972251-1972668|ARO:3000172|FosB	phosphonic acid
gb|HQ111474.1|+|1056-1857|ARO:3001475|OXA-183	penam, cephalosporin
gb|JF800667.1|+|657-1458|ARO:3001483|OXA-205	penam
gb|DQ902344.1|+|2716-3517|ARO:3001412|OXA-17	penam, cephalosporin
gb|EF614235.1|+|2246-2801|ARO:3002586|AAC(6')-32	aminoglycoside
gb|DQ278190.1|+|0-474|ARO:3002861|dfrA5	diaminopyrimidine
gb|KC202804.1|+|3874-4531|ARO:3002803|QnrVC6	fluoroquinolone
gb|AY740681.1|+|7102-8029|ARO:3002365|PER-3	penem, cephalosporin, carbapenem, penam, monobactam
gb|KF921535.1|+|617-1091|ARO:3002859|dfrA14	diaminopyrimidine
gb|AM412777.1|+|117-918|ARO:3001439|OXA-101	penam, cephalosporin
gb|EU408346.1|-|4825-5713|ARO:3002482|LRA-1	cephalosporin, penam
gb|DQ328802.1|+|0-861|ARO:3001140|SHV-86	penam, carbapenem, cephalosporin
gb|AF337947.1|+|271-1171|ARO:3002635|APH(2'')-IIa	aminoglycoside
gb|AJ272109.1|+|0-888|ARO:3000582|L1_BLA	cephalosporin
gb|U01945.1|+|373-916|ARO:3002897|SAT-4	nucleoside
gb|CP033607.1|+|310893-312888|ARO:3002882|lmrD	lincosamide
gb|M28303.1|+|242-1187|ARO:3003564|EXO-1	penam
gb|AE004091.2|+|3982020-3984009|ARO:3002985|arnA	peptide
gb|KM087847.1|+|0-1140|ARO:3002152|DHA-21	cephamycin, cephalosporin
gb|DQ212986.1|+|7787-9926|ARO:3002972|vanT_in_vanG_cl	glycopeptide
gb|L09756.1|+|0-1926|ARO:3000192|tet(S)	tetracycline
gb|HE614014.2|+|0-825|ARO:3001503|OXA-258	penam
gb|AY769962.1|+|5610-7065|ARO:3000782|adeK	multidrug
gb|JQ727668.1|+|0-375|ARO:3000823|ramA	multidrug
gb|DQ151889.1|+|0-657|ARO:3002712|QnrA6	fluoroquinolone
gb|AF031328.1|+|0-441|ARO:3002564|AAC(6')-It	aminoglycoside
gb|AF350424.1|+|0-771|ARO:3001428|OXA-34	penam
gb|DQ075245.1|+|217-1078|ARO:3001006|TEM-143	penam, cephalosporin, penem, monobactam
gb|JF273491.1|+|745-1885|ARO:3002138|DHA-5	cephamycin, cephalosporin
gb|AJ295344.1|+|0-1173|ARO:3002519|OCH-6	penam, cephamycin, penem, cephalosporin, monobactam
gb|EU358785.1|+|720-1521|ARO:3001803|OXA-142	penam, cephalosporin
gb|AB765395.1|+|0-1143|ARO:3002993|AQU-1	cephalosporin
gb|U97042.1|+|0-1218|ARO:3003009|ceoA	aminoglycoside, fluoroquinolone 
gb|FR848831.1|+|0-861|ARO:3001375|TEM-184	penam, cephalosporin, penem, monobactam
gb|AF495873.1|+|0-861|ARO:3000964|TEM-101	penam, cephalosporin, penem, monobactam
gb|AF104441.1|+|193-1054|ARO:3000922|TEM-53	penam, cephalosporin, penem, monobactam
gb|HM990671.1|+|5192-6671|ARO:3003112|lsaC	macrolide
gb|JX121115.1|+|0-858|ARO:3001187|SHV-148	penam, carbapenem, cephalosporin
gb|KF478993.1|+|1539-2580|ARO:3002913|vanO	glycopeptide
gb|JF703135.1|+|0-813|ARO:3000590|NDM-2	penam, cephamycin, cephalosporin, carbapenem
gb|AY445080.1|+|0-801|ARO:3001795|OXA-56	penam, cephalosporin
gb|AY635904.1|+|0-801|ARO:3002284|VIM-14	penem, cephalosporin, penam, cephamycin, carbapenem
gb|KJ020573.1|+|274-1150|ARO:3002002|CTX-M-144	cephalosporin
gb|JX042489.1|+|141-1002|ARO:3000890|TEM-19	penam, cephalosporin, penem, monobactam
gb|KF730651.1|+|0-657|ARO:3002796|QnrS7	fluoroquinolone
gb|GQ244501.1|-|59-1619|ARO:3000573|tet(43)	tetracycline
gb|M88143.1|+|367-1228|ARO:3000884|TEM-12	penam, cephalosporin, penem, monobactam
gb|JX982635.1|+|0-801|ARO:3002306|VIM-36	penem, cephalosporin, penam, cephamycin, carbapenem
gb|KF203108.1|+|0-825|ARO:3001522|OXA-334	penam, carbapenem
gb|AB015853.1|+|1330-4471|ARO:3003033|mexY	multidrug
gb|KP071470.1|+|0-801|ARO:3003178|VIM-42	penem, cephalosporin, penam, cephamycin, carbapenem
gb|KM087854.1|+|0-1140|ARO:3002145|DHA-14	cephamycin, cephalosporin
gb|U05883.1|+|555-1458|ARO:3003559|cepA	cephalosporin
gb|NG_052213.1|+|100-655|ARO:3002547|AAC(6')-Ib-cr1	aminoglycoside
gb|AL009126.3|-|339155-339749|ARO:3003059|tmrB	nucleoside
gb|HG934764.1|+|0-864|ARO:3001351|SHV-183	penam, carbapenem, cephalosporin
gb|DQ279850.1|+|0-861|ARO:3001014|TEM-147	penam, cephalosporin, penem, monobactam
gb|HM015626.1|+|883-1540|ARO:3002800|QnrVC3	fluoroquinolone
gb|AY436361.1|+|131-992|ARO:3000995|TEM-131	penam, cephalosporin, penem, monobactam
gb|EU419745.1|+|0-801|ARO:3002285|VIM-15	penem, cephalosporin, penam, cephamycin, carbapenem
gb|FJ262599.1|+|0-1149|ARO:3002184|MOX-4	cephalosporin, cephamycin, penam
gb|X65252.1|+|175-1036|ARO:3000880|TEM-8	penam, cephalosporin, penem, monobactam
gb|X64523.1|-|476-1337|ARO:3000875|TEM-3	penam, cephalosporin, penem, monobactam
gb|X55640.1|+|111-972|ARO:3001064|SHV-5	penam, carbapenem, cephalosporin
gb|AJ584700.2|+|33-582|ARO:3002589|AAC(6')-Iid	aminoglycoside
gb|DQ485530.1|+|0-657|ARO:3002791|QnrS2	fluoroquinolone
gb|AJ318094.1|+|0-861|ARO:3000961|TEM-94	penam, cephalosporin, penem, monobactam
gb|AJ884726.1|-|539-1325|ARO:3002614|aadA14	aminoglycoside
gb|HQ342889.1|+|0-882|ARO:3002323|KPC-13	penam, cephalosporin, monobactam, carbapenem
gb|CP000863.1|+|251961-252762|ARO:3001415|OXA-20	penam
gb|AY524988.1|+|0-801|ARO:3002279|VIM-9	penem, cephalosporin, penam, cephamycin, carbapenem
gb|HM488986.1|+|0-822|ARO:3001465|OXA-165	penam, carbapenem
gb|AF300454.1|+|0-801|ARO:3002273|VIM-3	penem, cephalosporin, penam, cephamycin, carbapenem
gb|EU729727.1|+|0-882|ARO:3002317|KPC-7	penam, cephalosporin, monobactam, carbapenem
gb|DQ836009.1|+|1309-2131|ARO:3002879|linG	lincosamide
gb|KM087859.1|+|0-1146|ARO:3002176|MIR-11	cephalosporin, monobactam
gb|GU199039.2|+|1205-2033|ARO:3001705|OXA-72	penam, carbapenem
gb|KP050490.1|+|0-1140|ARO:3002141|DHA-10	cephamycin, cephalosporin
gb|AF188199.1|+|214-1075|ARO:3000936|TEM-70	penam, cephalosporin, penem, monobactam
gb|JQ348841.1|+|0-813|ARO:3002355|NDM-4	penam, cephamycin, cephalosporin, carbapenem
gb|AJ277415.1|+|0-861|ARO:3000953|TEM-86	penam, cephalosporin, penem, monobactam
gb|AB926431.1|+|510-1323|ARO:3002362|NDM-12	penam, cephamycin, cephalosporin, carbapenem
gb|AB894482.1|-|35038-35500|ARO:3003199|AAC(6')-Iak	aminoglycoside
gb|GQ202694.1|+|0-852|ARO:3002387|BEL-3	penam, cephalosporin, monobactam
gb|AF090987.1|+|0-1185|ARO:3000561|tet(30)	tetracycline
gb|AF190694.1|+|208-1069|ARO:3000942|TEM-76	penam, cephalosporin, penem, monobactam
gb|JN420336.1|-|1399-2230|ARO:3001396|OXA-1	penam, cephalosporin
gb|AJ400619.1|+|33-834|ARO:3001424|OXA-29	penam
gb|M97297.1|+|4649-5803|ARO:3002931|vanS_in_vanA_cl	glycopeptide
gb|AM778091.1|+|26-815|ARO:3002288|VIM-18	penem, cephalosporin, penam, cephamycin, carbapenem
gb|JX258134.1|+|0-801|ARO:3002303|VIM-33	penem, cephalosporin, penam, cephamycin, carbapenem
gb|AY237830.1|+|0-831|ARO:3001781|OXA-47	penam, cephalosporin
gb|DQ839391.1|+|38018-38255|ARO:3003021|dfrB2	diaminopyrimidine
gb|AF468003.1|+|0-861|ARO:3000974|TEM-111	penam, cephalosporin, penem, monobactam
gb|M97297.1|+|6979-8010|ARO:3000010|vanA	glycopeptide
gb|HF947514.1|+|0-825|ARO:3001504|OXA-309	penam, carbapenem
gb|DQ831141.1|+|8921-9578|ARO:3002707|QnrA1	fluoroquinolone
gb|KJ541681.1|+|19526-20000|ARO:3002854|dfrA1	diaminopyrimidine
gb|X65253.1|+|175-1036|ARO:3000894|TEM-24	penam, cephalosporin, penem, monobactam
gb|KF203109.1|+|0-822|ARO:3001523|OXA-335	penam, carbapenem
gb|EU177504.3|+|3052-3469|ARO:3000603|Erm(41)	streptogramin, macrolide, lincosamide 
gb|AY494945.1|+|1309-2449|ARO:3002134|DHA-3	cephamycin, cephalosporin
gb|EU547447.1|+|0-825|ARO:3001653|OXA-132	penam, carbapenem
gb|AY327539.1|+|0-858|ARO:3000985|TEM-123	penam, cephalosporin, penem, monobactam
gb|M55427.1|+|273-1119|ARO:3002543|AAC(3)-IXa	aminoglycoside
gb|AF506748.1|+|38-899|ARO:3000971|TEM-108	penam, cephalosporin, penem, monobactam
gb|KC465200.1|+|0-882|ARO:3002327|KPC-17	penam, cephalosporin, monobactam, carbapenem
gb|AF047171.1|+|135-996|ARO:3000929|TEM-60	penam, cephalosporin, penem, monobactam
gb|KF534911.1|+|39-513|ARO:3003013|dfrA15	diaminopyrimidine
gb|FJ854362.1|+|2338-2812|ARO:3002862|dfrA7	diaminopyrimidine
gb|AF313494.1|+|0-1479|ARO:3002819|msrC	streptogramin, macrolide 
gb|KF705208.1|+|0-861|ARO:3001362|SHV-179	penam, carbapenem, cephalosporin
gb|LK391770.1|+|19707-20568|ARO:3000876|TEM-4	penam, cephalosporin, penem, monobactam
gb|U38944.1|+|0-1536|ARO:3003037|opcM	aminoglycoside, fluoroquinolone 
gb|KM210086.1|+|9067-9880|ARO:3003183|NDM-14	penam, cephamycin, cephalosporin, carbapenem
gb|AJ223970.1|+|796-2050|ARO:3000463|gimA	macrolide
gb|K00544.1|+|0-663|ARO:3002672|Bpum_cat86	phenicol
gb|CP011360.1|+|6169922-6170807|ARO:3000856|BJP-1	carbapenem
gb|AY509111.1|+|0-1056|ARO:3002894|otr(C)	tetracycline
gb|AE004091.2|+|177306-178458|ARO:3003679|TriA	disinfecting agents and antiseptics
gb|AE004091.2|+|178454-179525|ARO:3003680|TriB	disinfecting agents and antiseptics
gb|AE004091.2|+|5584100-5585549|ARO:3003682|OpmH	disinfecting agents and antiseptics
gb|AB219524.1|+|22-1180|ARO:3003698|mexP	multidrug
gb|AB219524.1|+|1176-4338|ARO:3003699|mexQ	multidrug
gb|AE004091.2|-|4119269-4120373|ARO:3003692|MexJ	multidrug
gb|AE004091.2|+|4903465-4904596|ARO:3003030|MexV	multidrug
gb|AB219523.1|+|21-1179|ARO:3003704|mexM	phenicol
gb|AB219523.1|+|1175-4286|ARO:3003705|mexN	phenicol
gb|AF324834.1|+|0-900|ARO:3003712|VEB-1b	cephalosporin, monobactam
gb|KP109675.1|+|1328-2201|ARO:3003716|CPS-1	carbapenem
gb|CP007593.1|+|2148923-2149772|ARO:3001301|RlmA(II)	macrolide, lincosamide 
gb|AE014292.2|+|568280-570923|ARO:3003772|Bsui_mprF	peptide
gb|EU182575.1|+|1685-2945|ARO:3004665|cmlA8	phenicol
gb|CP001336.1|+|1776504-1777113|ARO:3003725|vanX_in_vanI_cl	glycopeptide
gb|BX571857.1|+|52819-53458|ARO:3003733|fusC	fusidane 
gb|KP399637.1|+|31476-33444|ARO:3003746|optrA	phenicol, oxazolidinone 
gb|AJ492820.1|+|404-1235|ARO:3003793|SPM-1	carbapenem
gb|EU022315.1|+|0-861|ARO:3004621|AAC(3)-IIe	aminoglycoside
gb|JX306689.2|+|0-828|ARO:3001551|OXA-364	penam
gb|AF024601.1|+|302-1196|ARO:3004784|FAR-1	penam
gb|AP014611.1|-|26117-26690|ARO:3003200|AAC(6')-Ian	aminoglycoside
gb|JQ269335.1|-|33232-33889|ARO:3004624|QnrS11	fluoroquinolone
gb|AJ867237.1|+|176-650|ARO:3004640|dfrA15b	diaminopyrimidine
gb|HQ247816.1|+|638-1202|ARO:3004641|aacA43	aminoglycoside
gb|Z86002.1|+|335-809|ARO:3004644|Pmir_dfrA6	diaminopyrimidine
gb|KF730243.1|+|0-1143|ARO:3004647|AQU-2	cephalosporin
gb|NG_055286.1|+|1-1152|ARO:3006330|ADC-156	cephalosporin
gb|MKQI01000097.1|+|776-1433|ARO:3004625|QnrS12	fluoroquinolone
gb|GQ900432.1|-|26737-27499|ARO:3003905|ANT(4')-Ib	aminoglycoside
gb|KU612222.1|+|80337-81078|ARO:3003908|Erm(47)	streptogramin, macrolide, lincosamide 
gb|KF730244.1|+|0-1149|ARO:3004648|AQU-3	cephalosporin
gb|KT736121.1|+|1176-1977|ARO:3001555|OXA-368	penam, cephalosporin
gb|KM998962.1|+|0-861|ARO:3003158|TEM-220	penam, cephalosporin, penem, monobactam
gb|EU370913.1|+|46651-47827|ARO:3003922|oqxA	multidrug
gb|KJ746496.1|+|0-774|ARO:3001558|OXA-372	penam, carbapenem
gb|NZ_PTWF01000025.1|+|35858-37586|ARO:3003948|efrA	macrolide, rifamycin, fluoroquinolone 
gb|HG970103.1|+|0-1086|ARO:3003949|efrB	macrolide, rifamycin, fluoroquinolone 
gb|AB467372.1|+|284-1571|ARO:3003954|efmA	macrolide, fluoroquinolone 
gb|NG_064712.1|+|1-1152|ARO:3006358|ADC-189	cephalosporin
gb|U40487.1|+|170-1685|ARO:3003967|lfrA	fluoroquinolone
gb|X53796.1|+|186-828|ARO:3004656|Ecol_catII	phenicol
gb|JQ922409.1|+|92-740|ARO:3004658|catA8	phenicol
gb|CP008790.1|+|144510-145143|ARO:3004660|catB11	phenicol
gb|AB669090.1|+|12438-13221|ARO:3004628|AAC(2')-IIa	aminoglycoside
gb|APOH01000009.1|-|220588-221443|ARO:3001751|OXA-296	penam
gb|HG931732.1|+|0-825|ARO:3001559|OXA-373	penam, carbapenem
gb|KX531046.1|+|0-864|ARO:3003982|LlmA_23S_CLI	lincosamide
gb|KX531052.1|+|0-2655|ARO:3003992|rphB	rifamycin
gb|AE004091.2|-|2854010-2855291|ARO:3004073|MuxA	macrolide, aminocoumarin, tetracycline, monobactam
gb|AY139600.1|+|167-998|ARO:3001578|OXA-392	penam, cephalosporin
gb|MK105832.1|+|0-813|ARO:3004870|NDM-27	penam, cephamycin, cephalosporin, carbapenem
gb|KT428293.1|+|1846-2668|ARO:3004679|rmtE2	aminoglycoside
gb|MK425035.1|+|0-813|ARO:3004871|NDM-28	penam, cephamycin, cephalosporin, carbapenem
